title,lyrics,이별유무,긍부정,cluster_label
사랑.. 그 놈,모른 척해도 날 잊는대도. 사랑은 다시 또 온다. 늘 혼자 사랑하고 혼자 이별하고. 늘 혼자 추억하고 혼자 무너지고. 사랑이란 놈 그 놈 앞에서. 언제나 난 늘 빈털터리일 뿐. 늘 혼자 외면하고 혼자 후회하고. 늘 휘청거리면서 아닌 척을 하고. 사랑이란 놈 그 놈 앞에서. 언제나 난 늘 웃음거리일 뿐. 사랑해 널 사랑해. 불러도 대답 없는 멜로디. 가슴이 멍들고 맘에 눈은 멀어도. 다시 또 발길은 그 자리로. 사랑해 또 사랑해. 제멋대로 왔다가. 자기 마음대로 떠나간다. 왔을 때처럼 아무 말도 없이 떠나간다. 숨을 삼키듯 맘을 삼키고. 그저 웃으며 손을 흔든다. 사랑해 널 사랑해. 목이 메어 불러도. 너는 듣지 못할 그 한마디. 고개 떨구며 사랑 앞에 난 또 서 있다. 오늘도 사랑해 널 사랑해. 제멋대로 왔다가. 자기 마음대로 떠나가고. 왔을 때처럼 아무 말도 없이 떠나가도. 사랑은 다시 또 온다,1,0,2
아파,처음부터 그랬지 서로 닮은 게 많아. 사소한 말투 행동 웃는 표정까지. 자연스럽게 우린 가까워져. 어색할 틈도 없이 매일 같이 만났지. 끊길 새도 없이 쉬지 않는 얘기가. 위로받는 것 같아서. 손을 마주 잡으면 마음이 설레와서. 함께 거릴 걸으면 비추는 세상이. 전부 같았던 그런 기분에. 멀어져 가는 뒷모습에서. 잊고 지냈던 우리를 봤어. 바라만 보는데도. 마음이 너무 아파. 그 누구보다 가까웠는데. 이제 더 이상 볼 수가 없어. 그 이유만으로 아파. 사실 나도 모르는 게 너무 많아. 요즘 따라 내가 왜 이러는 건지. 자연스럽게 변해가나 봐. 손을 마주 잡으면 어색해진 기분에. 함께한 순간마다 버겁기만 해서. 잠시만 네가 없었으면 해. 멀어져 가는 뒷모습에서. 잊고 지냈던 우리를 봤어. 바라만 보는데도. 마음이 너무 아파. 그 누구보다 가까웠는데. 이제 더 이상 볼 수가 없어. 그 이유만으로 아파. 잠깐일 거야 그럴 때가 있잖아. 남은 시간을 함께 지낼 텐데 우린. 당연한 듯이 말해. 난 널. 너무 미안해 붙잡고 싶어. 돌아서 버린 너를 보면서. 말할 수가 없었어. 마음이 너무 아파. 그 누구보다 가까웠는데. 멈춰 선 채로 무너지고 있어. 두 번 다시는 볼 수 없는걸. 그 하나만으로 아파,1,0,5
널 세는 밤,머릿속이 복잡한 나머지 말이야. 멍하니 천장을 바라봤어. 혹시나 너도 잠을 설칠까 해서. 괜히 맘이 더 무거워졌어. 맘 한 깊은 구석에. 네가 스며들어 있는 요즘이라 그래. 조용히 내 옆 빈자릴 채웠던 그대. 영화를 봐도 크게 와닿지 않아. 우리의 장면과는 달라서. 건강에 별로 좋은 것 같질 않아. 온 신경이 네게로 가 있어. 맘 한 깊은 구석에. 네가 젖어 들어 있는 요즘이라 그래. 내게 와 여기 빈자릴 채워줘 그대. 얼마나 더 많은 밤을 지새우고 나야. 편히 잠에 들까. 새벽이 다 가기 전에. 네 생각을 마칠 수 있을까. 우린 외로워하다 견딜 수 없을 만큼. 서로를 원망하다 보면 그땐. 품에 안은 공허함을 모두 세고. 잠에 들 수 있을까,1,0,1
장마,잠을 깨운 속삭임에. 창을 보니 비가 내려. 너인줄만 알았어. 잿빛으로 물든 하늘이. 내 맘 같아서. 갑자기 눈물이. 왈칵 고여. 저 빗물처럼. 나를 적신 너. 마르기도 전에. 어딜 갔니. 영원할 것 같은. 이 비가 그치면. 다시 비출 햇살처럼. 너 돌아오려나. 나도 몰래 빗속을 걸어가. 자꾸 흐르는 내 눈물 감출 수 있게. 예고 없이 내린 비처럼. 내게 다가와. 내 맘을 채웠던. 너였는데. 이별이란게. 네겐 쉬운거였니. 내 맘은 너로만. 가득한데. 영원할 것 같은. 이 비가 그치면. 다시 비출 햇살처럼. 너 돌아오려나. 나도 몰래 빗속을 걸어가. 자꾸 흐르는 내 눈물 감출 수 있게. 하늘이 멍 뚫린 듯. 비가 그치질 않아. 더는 흘릴 눈물도 난 없는데. 영원할 것 같은. 이 비가 그치면. 다시 비출 햇살처럼. 너 돌아오려나. 정처없이 빗속을 걸어가. 이 발 닿는 곳에 네가 있음 좋겠어. 그게 언제라도. 언젠가 비가 그치면. 다시 비출 해처럼 너 돌아오기를,1,0,5
아무래도,다급했던 우리의 이별. 마음도 추스르지 못한 채. 특별했던 우리 사랑도. 현실의 벽 앞에 우린 평범해진 거야. 하지만 우리 헤어졌던 그 시간만큼. 니가 생각나 그리워져. 그때로 돌아갈 수 있다면. 아무래도 안 되겠어. 아무래도 아직 너야. 다시 한번 기회를 준다면. 너를 붙잡을래. 그래도 된다면. 다시 사랑해도 된다면. 내 마음을 받아줘. 처음 고백한 그 날처럼. 운명처럼 만난 우리. 영원할 거라 믿던 어느 날. 특별했던 우리 사랑도. 현실의 벽 앞에 우린 작아진 거야. 하지만 우리 헤어졌던 그 시간만큼. 니가 생각나 그리워져. 그때로 돌아갈 수 있다면. 아무래도 안 되겠어. 아무래도 아직 너야. 다시 한번 기회를 준다면. 너를 붙잡을래. 그래도 된다면. 다시 사랑해도 된다면. 내 마음을 받아줘. 처음 고백한 그 날처럼. 평범했던 우리의 시간이. 눈부신 추억이었음을. 아무래도 안 되겠어. 아무래도 아직 너야. 다시 한번 기회를 준다면. 네게 말할 거야. 넌 운명이라고. 정말 너무 사랑한다고. 내 마음을 받아줘. 처음 고백한 그 날처럼. 처음 사랑한 그 날처럼,1,0,2
숨바꼭질,애쓰려 할수록 초라해져. 지키려 할수록 더 지쳐가. 욕심이 무거워 놓쳤나 봐. 더 이상 추하게 굴지 말자. 매번 상처를 건드려서 또 아물지 못해. 쓰러지는 널 난 또 모른척했던. 밑바닥까지 다 보여준 나라서. 너 떠나갔나 봐 그 사랑 견딜 수 없어. 숨어버린 너 어디 있니 널 다시 찾을래. 잡으려 할수록 멀어져 가. 죽어도 우리는 아닌가 봐. 담지 못할 말 뱉어내고 또 내 생각만 해. 너무 아파도 이게 사랑이라고. 밑바닥까지 다 보여준 나라서. 너 떠나가나 봐 그 사랑 견딜 수 없어. 숨어버린 너 어디 있니 널 다시 찾을래. 어리석어서 네 사랑을 볼 수가 없어. 꼭꼭 숨어버린 아이처럼. 전부 보여줘서 남은 게 없어. 알잖아 너 밖에 없어 . 나빴어 넌 어디에 있니,1,0,2
숨바꼭질 (Inst.),애쓰려 할수록 초라해져. 지키려 할수록 더 지쳐가. 욕심이 무거워 놓쳤나 봐. 더 이상 추하게 굴지 말자. 매번 상처를 건드려서 또 아물지 못해. 쓰러지는 널 난 또 모른척했던. 밑바닥까지 다 보여준 나라서. 너 떠나갔나 봐 그 사랑 견딜 수 없어. 숨어버린 너 어디 있니 널 다시 찾을래. 잡으려 할수록 멀어져 가. 죽어도 우리는 아닌가 봐. 담지 못할 말 뱉어내고 또 내 생각만 해. 너무 아파도 이게 사랑이라고. 밑바닥까지 다 보여준 나라서. 너 떠나가나 봐 그 사랑 견딜 수 없어. 숨어버린 너 어디 있니 널 다시 찾을래. 어리석어서 네 사랑을 볼 수가 없어. 꼭꼭 숨어버린 아이처럼. 전부 보여줘서 남은 게 없어. 알자나 너 밖에 없어. 나빴어 넌 어디에 있니,1,0,2
아직까지 나 니가 필요해,널 만났다는 건. 내겐 행운이라 믿었어. 정말 따뜻했는데 날 보던 눈빛도. 이제는 다 사라진거니. 너 하나 없어진 나의 하루는. 엉망이 됐어. 아무것도 못해 하고싶지 않아. 그냥 방에 앉아있는 나잖아. 아직까지 나 니가 필요해. 널 어떻게 내가 너를 잊겠니. 하루하루 힘들어 지쳐가는데. 넌 어떠니 정말 괜찮을 수 있니. 믿기지않아. 전화가 올까봐. 혹시 문자라도 올지 몰라. 손에 잡고 있어 전화기만 봤어. 미안하다 말할 것만 같아서. 아직까지 나 니가 필요해. 널 어떻게 내가 너를 잊겠니. 하루하루 힘들어 지쳐가는데. 넌 어떠니 정말 괜찮을 수 있니. 사랑했던 널 한순간 사라진 내 마음. 이해할 수 있겠니. 눈물만 흘러나와. 심장소리가 크게 들려. 나는 이대로 힘들어 어떡해야해,1,0,1
아직까지 나 니가 필요해 (Inst.),널 만났다는 건. 내겐 행운이라 믿었어. 정말 따뜻했는데 날 보던 눈빛도. 이제는 다 사라진거니. 너 하나 없어진 나의 하루는. 엉망이 됐어. 아무것도 못해 하고싶지 않아. 그냥 방에 앉아있는 나잖아. 아직까지 나 니가 필요해. 널 어떻게 내가 너를 잊겠니. 하루하루 힘들어 지쳐가는데. 넌 어떠니 정말 괜찮을 수 있니. 믿기지않아. 전화가 올까봐. 혹시 문자라도 올지 몰라. 손에 잡고 있어 전화기만 봤어. 미안하다 말할 것만 같아서. 아직까지 나 니가 필요해. 널 어떻게 내가 너를 잊겠니. 하루하루 힘들어 지쳐가는데. 넌 어떠니 정말 괜찮을 수 있니. 사랑했던 널 한순간 사라진 내 마음. 이해할 수 있겠니. 눈물만 흘러나와. 심장소리가 크게 들려. 나는 이대로 힘들어 어떡해야해,1,0,1
Alone (그런 내 사람 Eng Ver.),"네가 날 사랑했던 날들은 너무 멀었어. 오, 시대가 어떻게 변했는가. 이제 그 사진들. 틀에 있는. 똑같아 보이진 않는데 신뢰가 깨지고 기억이 깨지고 내가 너한테서 얻은 전부야 네가 한 건 나한테서 뺏어간 것뿐이야 하지만 나도 널 허락했어 그리고 나는 너무 외로워. 그리고 당신이 나와 함께였지만. 날 보고 떠났잖아 또 길을 잃었어요. 그리고 나는 너무 외로워. 내 심장은 오직 너만을 원해 그리고 그게 날 죽이는거야 내가 어떻게 떠나. 우리의 추억이 사실인가요? 모든 것이 어느 날 사라져 버린다. 심지어 미래에 대한 희망도 있습니다. 끝장날 거야. 그리고 나는 너무 외로워. 그리고 당신이 나와 함께였지만. 날 보고 떠났잖아 또 길을 잃었어요. 그리고 나는 너무 외로워. 내 심장은 오직 너만을 원해 그리고 그게 날 죽이는거야 내가 어떻게 떠나. 당신이 날 사랑했던 날들은 너무 멀어요. 오, 시대가 어떻게 변했는가? 이제 그 사진들. 틀에 있는. 똑같아 보이지 않습니다.",1,0,2
아무 일 없듯이,가만히 바라본 창밖의. 밤거리가 너무 답답해. 익숙해져 가는 게. 당연한 슬픔들은. 이 밤이 가면 더 선명할 텐데. 다들 아랠 쳐다보는 게. 나만 아픈 건 아닌 듯해. 막히는 숨. 내쉬고서. 그럭저럭 또 늘. 어제처럼 떠나가나 봐. 흘러 흘러 새벽까지. 계속 물들어. 이 아픔에. 다들 말해. 이게. 살아가는 거라 하는데. 익숙하지 않아 답답해. 무뎌지고 싶은데. 그게 아직 잘 안돼. 이 다음엔 잘할게. 이번 한 번만. 무너질게 날 잡아 줄래. 익숙하지 않아 미안해. 무뎌지고 싶은데도. 그게 아직 잘 안돼. 그럭저럭 또 늘. 버텨내고는 일어날게. 아무 일 없듯이. 발 밑부터 머리까지. 점점 다 차올라. 두려워져. 다들 말해. 모두. 지나갈 거라곤 하는데. 위로가 안 돼서 답답해. 무뎌지고 싶은데. 그게 아직 잘 안돼. 이 다음엔 잘할게. 이번 한 번만. 잡아 줄래. 내 맘이 더. 닫히기 전에. 꼭. 다시 한 번. 한 번 한 번만. 살아가는 거라 하는데. 익숙하지 않아 답답해. 무뎌지고 싶은데. 그게 아직 잘 안돼. 이 다음엔 잘할게. 이번 한 번만. 잡아 줄래,1,0,5
아무 일 없듯이 (Inst.),가만히 바라본 창밖의. 밤거리가 너무 답답해. 익숙해져 가는 게. 당연한 슬픔들은. 이 밤이 가면 더 선명할 텐데. 다들 아랠 쳐다보는 게. 나만 아픈 건 아닌 듯해. 막히는 숨. 내쉬고서. 그럭저럭 또 늘. 어제처럼 떠나가나 봐. 흘러 흘러 새벽까지. 계속 물들어. 이 아픔에. 다들 말해. 이게. 살아가는 거라 하는데. 익숙하지 않아 답답해. 무뎌지고 싶은데. 그게 아직 잘 안돼. 이 다음엔 잘할게. 이번 한 번만. 무너질게 날 잡아 줄래. 익숙하지 않아 미안해. 무뎌지고 싶은데도. 그게 아직 잘 안돼. 그럭저럭 또 늘. 버텨내고는 일어날게. 아무 일 없듯이. 발 밑부터 머리까지. 점점 다 차올라. 두려워져. 다들 말해. 모두. 지나갈 거라곤 하는데. 위로가 안 돼서 답답해. 무뎌지고 싶은데. 그게 아직 잘 안돼. 이 다음엔 잘할게. 이번 한 번만. 잡아 줄래. 내 맘이 더. 닫히기 전에. 꼭. 다시 한 번. 한 번 한 번만. 살아가는 거라 하는데. 익숙하지 않아 답답해. 무뎌지고 싶은데. 그게 아직 잘 안돼. 이 다음엔 잘할게. 이번 한 번만. 잡아 줄래,1,0,5
작은한숨,어디쯤였을까 언제였을까. 이렇게 와버린 건지. 매일 밤 부르며 찾던 너를. 찾지 않게 되버린 건지. 아무런 말 없이 들어주던. 여전히 그 자리에 있는. 네게 전할 말이 많은데. 너를 부르며 만나길 기도해. 우리 만나던 그 곳에서 작은 마음. 다 털어놓는 널 그리워하면서. 답답한 마음에 뱉었던 작은 한숨. 아무도 모르게 숨어. 혼자 삼키는 익숙한 쓴 잔이. 모른 척 지나쳐 버리는 내 맘. 알아주길 바라는 것이. 그리도 큰 욕심인 걸까. 너를 부르며 만나길 기도해. 우리 만나던 그곳에서 작은 마음. 다 털어놓는 널 그리워하면서. 답답한 마음에 뱉었던 작은 한숨. 나는 괜찮다고 생각했지만. 나조차 때론 너무 아파. 다시 소리쳐 너에게 닿기를. 그리 멀잖은 시간 앞에. 후련하게 다 털어놓는 나. 그날을 기다려. 우리의 마음이 하나로 모이는 날,1,0,0
작은한숨 (Inst.),어디쯤였을까 언제였을까. 이렇게 와버린 건지. 매일 밤 부르며 찾던 너를. 찾지 않게 되버린 건지. 아무런 말 없이 들어주던. 여전히 그 자리에 있는. 네게 전할 말이 많은데. 너를 부르며 만나길 기도해. 우리 만나던 그 곳에서 작은 마음. 다 털어놓는 널 그리워하면서. 답답한 마음에 뱉었던 작은 한숨. 아무도 모르게 숨어. 혼자 삼키는 익숙한 쓴 잔이. 모른 척 지나쳐 버리는 내 맘. 알아주길 바라는 것이. 그리도 큰 욕심인 걸까. 너를 부르며 만나길 기도해. 우리 만나던 그곳에서 작은 마음. 다 털어놓는 널 그리워하면서. 답답한 마음에 뱉었던 작은 한숨. 나는 괜찮다고 생각했지만. 나조차 때론 너무 아파. 다시 소리쳐 너에게 닿기를. 그리 멀잖은 시간 앞에. 후련하게 다 털어놓는 나. 그날을 기다려. 우리의 마음이 하나로 모이는 날,1,0,0
술 한 잔에 너를 그린다,술한잔 생각나 밤유난히 오늘.더 생각나 니가나홀로 마시다.오 어쩔수없잖아.가득한 맘 그리움만어려워 끝은항상.어 외로운 밤.술 한 잔에너를 그린다. 술 한잔에 그때 그날.누구보다행복했었던 그때 우리.정신없이 눈물이 나서.미친듯이 너를 불러.달랠수가 없어 이젠.행복했었잖아우리의 끝은 없었잖아.오직 내 삶에 유일한 빛은 너였잖아.그러다 찾아온.다른 커플처럼 진부한이야기.이별이랑 결말의 이야기이다.어 어 잘하고싶었는데.사랑했었는데이요.영원할거라고이요.믿고싶었는데이요.내맘은 외롭우리추억은 불.술로 달래봐 밤태우고 싶은.그럴수록생각에 깊이 빠져.헤어날 수 없게 니 생각만 나.어 어 잘하고싶었는데.사랑했었는데이요.이제는 추억이야이요.음 그럼 안녕히 계세요 내사랑.술한잔에 너를 그린다. 술 한잔에그때 그날.누구보다행복했었던 그때 우리.정신없이 눈물이 나서.미친듯이 너를 불러.달랠수가 없어 이젠,1,0,0
술 한 잔에 너를 그린다 (inst.),술한잔 생각나 밤유난히 오늘.더 생각나 니가나홀로 마시다.오 어쩔수없잖아.가득한 맘 그리움만어려워 끝은항상.어 외로운 밤.술 한 잔에너를 그린다. 술 한잔에 그때 그날.누구보다행복했었던 그때 우리.정신없이 눈물이 나서.미친듯이 너를 불러.달랠수가 없어 이젠.행복했었잖아우리의 끝은 없었잖아.오직 내 삶에 유일한 빛은 너였잖아.그러다 찾아온.다른 커플처럼 진부한이야기.이별이랑 결말의 이야기이다.어 어 잘하고싶었는데.사랑했었는데이요.영원할거라고이요.믿고싶었는데이요.내맘은 외롭우리추억은 불.술로 달래봐 밤태우고 싶은.그럴수록생각에 깊이 빠져.헤어날 수 없게 니 생각만 나.어 어 잘하고싶었는데.사랑했었는데이요.이제는 추억이야이요.음 그럼 안녕히 계세요 내사랑.술한잔에 너를 그린다. 술 한잔에그때 그날.누구보다행복했었던 그때 우리.정신없이 눈물이 나서.미친듯이 너를 불러.달랠수가 없어 이젠,1,0,0
그댄 어떤가요 (Feat. 이서진),그댄 어때요 잘 지내는거 맞죠. 이별은 이렇게도 인정이 없어요. 내 마음은 이미 너무 망가져서. 방법도 모르고 그냥 그렇게 살죠. 곁에 있는 것 같은데. 아직도 믿기지가 않아서. 혹시나 해서 미칠 것 같아요. 시간을 돌릴 수 없다면. 차라리 멈출 수 없나요. 하루하루 멀어지는. 세상 속을 사는게 힘겨워요. 그댄 어떤가요 아주 조금은. 나를 생각이나 할까요. 난 참 끝까지 정말 못됐나 봐요. 그대가 더 힘들게 떼쓰고 있네요. 내 말들은 못들은 척 해도 돼요. 아직도 이러는 내가 참 한심하죠. 다시 와줄 것 같은데. 어떤 희망도 없어졌지만. 아직도 받아들이기 버거워. 시간을 돌릴 수 없다면. 차라리 멈출 수 없나요. 하루하루 멀어지는. 세상 속을 사는게 힘겨워요. 그댄 어떤가요 아주 조금은. 나를 생각이나 할까요. 하루만 그대 얼굴 다시 볼 수 있다면. 다시 손을 잡고 우리 다퉜던. 그 거리를 걷는다면. 미안하다고 투정도 안 부린다고. 그대에게 말할텐데. 내가 잘할 수 있을텐데. 힘겨워요. 오늘도 이렇게 아주 조금씩. 멀어지고 잊혀지네요,1,0,0
그댄 어떤가요 (Inst.),그댄 어때요 잘 지내는거 맞죠. 이별은 이렇게도 인정이 없어요. 내 마음은 이미 너무 망가져서. 방법도 모르고 그냥 그렇게 살죠. 곁에 있는 것 같은데. 아직도 믿기지가 않아서. 혹시나 해서 미칠 것 같아요. 시간을 돌릴 수 없다면. 차라리 멈출 수 없나요. 하루하루 멀어지는. 세상 속을 사는게 힘겨워요. 그댄 어떤가요 아주 조금은. 나를 생각이나 할까요. 난 참 끝까지 정말 못됐나 봐요. 그대가 더 힘들게 떼쓰고 있네요. 내 말들은 못들은 척 해도 돼요. 아직도 이러는 내가 참 한심하죠. 다시 와줄 것 같은데. 어떤 희망도 없어졌지만. 아직도 받아들이기 버거워. 시간을 돌릴 수 없다면. 차라리 멈출 수 없나요. 하루하루 멀어지는. 세상 속을 사는게 힘겨워요. 그댄 어떤가요 아주 조금은. 나를 생각이나 할까요. 하루만 그대 얼굴 다시 볼 수 있다면. 다시 손을 잡고 우리 다퉜던. 그 거리를 걷는다면. 미안하다고 투정도 안 부린다고. 그대에게 말할텐데. 내가 잘할 수 있을텐데. 힘겨워요. 오늘도 이렇게 아주 조금씩. 멀어지고 잊혀지네요,1,0,0
제발 (re:cord),한번도 잊은적 없었던. 네 따뜻한 미소와 따뜻한 음성. 잊혀지기엔 너무 선명해. 아무렇지 않았다. 너의 그 말 한마디에. 오지 않는 네 전화 기다리며. 그래도 난 행복했어. 제발 제발. 여전히 난 여기 그대로 서있어. 못본체 지나쳐버린. 네 뒷모습만 멍하니 보고 있잖아. 제발 제발. 이렇게 넌 선명한데. 너무도 가슴이 아파. 널 붙잡았던 날. 밀어내지마. 아무렇지 않았다. 너의 그 말 한마디에. 오지 않는 네 전화 기다리며. 그래도 난 행복했어. 제발 제발. 더이상 나는 널 붙잡을 수 없어. 그저 니가 한 번만. 돌아봐주기를 기다리고 있잖아. 제발 제발. 이렇게 넌 선명한데. 너무도 가슴이 아파. 너만 바라보는 날. 밀어내지마 아프게 날 대하고. 차갑게 날 뿌리쳐도 좋아. 그저 있게만 해줘. 너의 그 옆자리에. 한 번도 놓을 수 없었던. 네 차가운 표정과 낯설은 음성. 잊어버리기엔 너무 선명해,1,0,2
꿈에서,한결같이 당신을 오늘도.방한켠에서 누워만 있어.언제나 그래왔듯.꿈속에서널 찾고 있어.이미 내게 줄 마음이 없단 걸 알아.이런 날 바라봐달란게 아냐.없었던것처럼 없었던 일처럼.지워져가는 게 두려워. 우 우 우 우 우 꿈에선. 내이름을 불러줘.현실이아니라도 지금은 괜찮아. 당신. 이미 내게 줄 마음이 없단 걸 알아.이런 날 바라봐달란게 아냐.없었던것처럼 없었던 일처럼.지워져가는 게 두려워. 우 우 우 우 우 꿈에선. 내이름을 불러줘.현실이아니라도 지금은 괜찮아. 당신. 끝없는상상 속에서.가끔 널 마주치면.모르는 척하곤 해. 눈물이앞을 가려도.작은 허상이라도.난 간절히 바래. 우 우 우 우 우 꿈에선. 내이름을 불러줘.현실이아니라도 지금은 괜찮아. 당신.우 우 우 우 우 꿈에선. 내이름을 불러줘.현실이아니라도 지금은 괜찮아.난,1,0,0
꿈에서 (Inst.),한결같이 당신을 오늘도.방한켠에서 누워만 있어.언제나 그래왔듯.꿈속에서널 찾고 있어.이미 내게 줄 마음이 없단 걸 알아.이런 날 바라봐달란게 아냐.없었던것처럼 없었던 일처럼.지워져가는 게 두려워. 우 우 우 우 우 꿈에선. 내이름을 불러줘.현실이아니라도 지금은 괜찮아. 당신. 이미 내게 줄 마음이 없단 걸 알아.이런 날 바라봐달란게 아냐.없었던것처럼 없었던 일처럼.지워져가는 게 두려워. 우 우 우 우 우 꿈에선. 내이름을 불러줘.현실이아니라도 지금은 괜찮아. 당신. 끝없는상상 속에서.가끔 널 마주치면.모르는 척하곤 해. 눈물이앞을 가려도.작은 허상이라도.난 간절히 바래. 우 우 우 우 우 꿈에선. 내이름을 불러줘.현실이아니라도 지금은 괜찮아. 당신.우 우 우 우 우 꿈에선. 내이름을 불러줘.현실이아니라도 지금은 괜찮아.난,1,0,0
나 없는 하루는 어떤가요 (눈물이 나 Part 2) (Feat. 전용준),나없는 가을은 어떤가요.허전하지는 않나요.보고싶어잠 못 이룬.지난 여름이 가고.서늘해진바람에 눈을 감죠.그렇게 한참을 있다보면.조용히 내리는 눈물에.밝게 웃으며 뛰어오는그대 모습이.선명하게 비치고 있죠. 난 아직도.그대 생각뿐인 걸요.미워할 수 없어.그댈 잊지 못했어요.그대도 만약.이런나의 마음과 똑같다면.그랬으면 해요.정말 그랬으면 해요. 나 없는겨울은 어떤가요.메리 크리스마스 선율에.그때가 아쉬워져요 못한함께 하지.그대 없는 추운 이 거릴 걷고 있죠.포근한 눈 내리면.함께하기로 했던. 그약속 기다리며.설??던 지난날들.미워해야. 그댈미워해야 돼요.잊을 수 없어요.수 있나요 잊을그댄 날.그대도 만약.이런나의 마음과 똑같다면.그랬으면 해요.정말 그랬으면 해요. 나 없는 하루는 어떤가요,1,0,0
이별이 처음인 그대에게,사랑 이라고 말하던 눈빛은. 이젠 아무런 대답이 없잖아. 운명 같았었던 아름다웠었던. 너는 더이상 여기 없어. 아무것도 못해. 네가 떠난 이곳에. 아직 난 그 시간속 너와 날. 놓고 싶지 않나봐. 그런데 말야 이별이 첨이라 그래. 조금 시간이 지나면 괜찮아 진단말. 전부다 거짓말 같아 사실은 나. 세상이 무너진줄 알았고. 나는 사라질줄 알았어. 저 멀리. 아무말도 못해. 너와 헤어진 후는. 변한건 아무것도 없는데. 나만 달라졌나봐. 그런데 말야 이별이 첨이라 그래. 조금 시간이 지나면 괜찮아 진단말. 전부다 거짓말 같아 사실은 나. 저멀리 사라져 없어져. 자꾸만 아파와 자꾸만 아파와. 울다 지쳐서 쓰러진 내 하루에. 네 흔적이. 전부다 거짓말 같아 사실은 나. 세상이 무너진줄 알았고. 나는 사라질줄 알았어. 저 멀리. 사랑 이라고 말하던 눈빛은. 이젠 아무런 대답이 없잖아. 운명 같았었던 아름다웠었던. 너는 더이상 여기 없어,1,0,0
이별이 처음인 그대에게 (Inst.),사랑 이라고 말하던 눈빛은. 이젠 아무런 대답이 없잖아. 운명 같았었던 아름다웠었던. 너는 더이상 여기 없어. 아무것도 못해. 네가 떠난 이곳에. 아직 난 그 시간속 너와 날. 놓고 싶지 않나봐. 그런데 말야 이별이 첨이라 그래. 조금 시간이 지나면 괜찮아 진단말. 전부다 거짓말 같아 사실은 나. 세상이 무너진줄 알았고. 나는 사라질줄 알았어. 저 멀리. 아무말도 못해. 너와 헤어진 후는. 변한건 아무것도 없는데. 나만 달라졌나봐. 그런데 말야 이별이 첨이라 그래. 조금 시간이 지나면 괜찮아 진단말. 전부다 거짓말 같아 사실은 나. 저멀리 사라져 없어져. 자꾸만 아파와 자꾸만 아파와. 울다 지쳐서 쓰러진 내 하루에. 네 흔적이. 전부다 거짓말 같아 사실은 나. 세상이 무너진줄 알았고. 나는 사라질줄 알았어. 저 멀리. 사랑 이라고 말하던 눈빛은. 이젠 아무런 대답이 없잖아. 운명 같았었던 아름다웠었던. 너는 더이상 여기 없어,1,0,0
Call my name,"난 아직 여기서 널 기다리고 있어.차가운 바람만 부는이 밤. 오직 너만 오 오.불안한 낯선 곳 그 깊이 홀로 갇힌걸.한숨만남겨져 끝없는 방황. 또지쳐만 가 오.요런 깨알 같은 상황에서느껴져 매일 너에게 여전히.차가운공기의 이야기이다.있는 게 잡고아직도 너를. 나만의 욕심인데.꿈에서 꿨던 장면들.현실이될 수만 있다면.오늘도다시 네게 외쳐. 내목소리가 들린다면.텅 빈 내 맘을 완성하는 너. 숱한 절망속 유일한 꿈도.내겐 너라고 너뿐이었다고.내 이름을 불러 줘여기 멈춰있어 오 woah.네가있었던 기억 속에.작은손 내밀어 오 woah.나란존재를 빛나게 해.오 오 오 아기를 제 이름은 OOO입니다오 오 오 아기를 제 이름은 OOO입니다오 오 오 아기를 제 이름은 OOO입니다오, 오, 오.내 이름 내 이름 내 이름.날 불러줘. 번져버린 이야기 알 수 없던 내 의미.니가읽어줘다시이어지는 역사다.오 멈추지 않아 끝이없는 우리로.나는 매일 일어난다.너와나라는 운명냐 생각 중이야.지나온 외상처럼 아파했던 것들.전부 그것을 버리다.여전히 어둠 속에서 옴쭉 못하다나는 쏟아져요.니목소리가 귀에 멈춰. 날 밝히는유일한 빛이.가득채워가듯이 바이 바이.텅 빈 내 맘을 완성하는 너. 숱한 절망속 유일한 꿈도.내겐 너라고 너뿐이었다고.내 이름을 불러 줘여기 멈춰있어 오 woah.네가있었던 기억 속에.작은손 내밀어 오 woah.나란존재를 빛나게 해.오 오 오 아기를 제 이름은 OOO입니다오 오 오 아기를 제 이름은 OOO입니다오 오 오 아기를 제 이름은 OOO입니다오, 오, 오.내 이름시간이 흘러도.우리추억의 색이 바래도.늘 곁에 있을게언제든 불러줄래.제 이름은 이름입니다.바라봐줘 날 믿어줘.이대로 변치 않을게.가득 안고 널품 안에. 더 높은 곳으로 갈게 넌 내. 존재의 이유인걸.내 이름을 불러 줘니가나를 불러 오 woah.이제야 나를 완성해내.소중하게 지켜 오 woah.절대바래지 않게 할게.오 오 오 아기를 제 이름은 OOO입니다오 오 오 아기를 제 이름은 OOO입니다오 오 오 아기를 제 이름은 OOO입니다오, 오, 오.제 이름은 이름",1,0,3
